,id,label,max_val
158,55f5d623-6dcd-4947-b59c-d7c5d0c4e083,11.0,7024.67329640058
159,5725dd08-1d3f-43b8-b292-d25c70576dfd,0.0,9716.10352279822
160,57c5edbd-143e-41bb-b970-aa231341c841,3.0,14636.8919160159
161,584df89f-bc4e-473c-82e1-3906fc475182,7.0,23653.171825601
162,58ec2ff0-0d8c-482e-80db-4fc5ecc1b9bd,1.0,9467.3091252007
163,5943796b-5ba8-4281-867d-d92276c30629,15.0,10884.5873828031
164,5a5ae6dd-24bb-46e8-8971-a581b6f8975e,2.0,3048.77677199693
165,5a8082d8-3166-41bd-844b-bfce41bbcd13,0.0,8352.84774080355
166,5a963345-29c2-463c-bea2-88a76c9f9564,11.0,5313.34758279991
167,5b8a2d23-6c49-4516-9712-9960c9df651e,6.0,10520.6774155995
168,5c059e6d-f3a1-493a-bc33-c288129833cd,14.0,4449.40921279704
169,5c33cc91-baff-4507-ba60-d598f261687c,0.0,4248.12291160015
170,5c8fc9e3-3c96-4c79-93e4-cc5197b64255,16.0,5053.61511919909
171,5d6f2d0e-ec25-4afc-8494-3f1e8c86ba5c,16.0,5130.18745760019
172,5d71beec-9eb9-4453-819d-b7edc2c1830b,0.0,6021.73176239921
173,5dbfe71d-dd31-4b76-bef6-82e05b9c6077,0.0,6560.60428120327
174,5de58362-7ebb-40b1-9335-60562b2cdcbb,1.0,6013.77241199953
175,5df5fe62-598d-4b46-bb40-ffe9e169d4c4,16.0,5844.65595320216
176,5e8dff63-37b5-43d9-b494-42138ce83153,6.0,14480.7328532042
177,5ea93cae-db3f-4591-92b5-3090ca3ef468,7.0,6193.43418359949
178,5ead91a1-1a4e-4d6c-9b01-52aa5571b46e,0.0,15238.8665495964
179,5ff348ad-f7a2-42e4-b50b-dbb6695c4542,5.0,7525.13796039966
180,6007de43-dbde-4be6-a76a-bd24f4826e72,1.0,5940.12674599981
181,60948552-b1fa-4311-9a83-fa00fe4f0260,16.0,14379.4524256009
182,61101d0c-5200-4cb4-93bf-0e20cddebcd2,5.0,6662.91260399885
183,61bdafc9-645f-4d9c-aef0-3293e113099e,10.0,5111.39566440033
184,622fb747-6882-4bee-9108-0735793ccbc5,16.0,3938.74708559997
185,623b09af-8d3f-4e72-8cc1-21d31b218bd5,16.0,14003.8435419992
186,623c97b6-dd80-49d5-a1fa-00aec9d0086b,6.0,9871.98211159557
187,624456c6-ac34-4cdc-afa4-a2046efdd487,6.0,6780.03489759976
188,62dc775c-6e68-49ba-af91-10b35266440a,5.0,12206.749811201
189,63d87914-8afd-4856-90cd-2d00f5d36b4c,0.0,14079.7748688001
190,6402f9bb-b2ac-47d2-b944-75945fa856e4,6.0,8907.55820399499
191,646f5434-3166-476f-a195-ee4f895b27fe,1.0,7813.04319800256
192,648320b9-d8e8-4eb1-be53-3f8d313b493e,17.0,3554.89951880008
193,64bd73f4-e367-4145-9a74-15db40382711,6.0,4330.25777519993
194,65a9f0d9-35f1-4fe8-a447-e6f533e9368c,1.0,11461.7564347991
195,666d08e1-25fc-4174-a7cb-12ac081f7a2d,0.0,11371.8766583988
196,66f02100-c3ec-4480-9fba-1b3260129cd6,10.0,7212.67491119943
197,67d6ef4b-f11c-4077-b71e-a3dbb5e91623,9.0,10058.7174324028
198,6810b930-871d-4b66-ad23-29de22d20dec,1.0,6009.43752960302
199,685740db-827e-4eb5-bd08-5bc8ae905a38,16.0,16030.3050367947
200,689006b1-50c6-451a-9e53-89b245dee080,1.0,6038.60149920001
201,68a9e34a-f8e0-448e-9f6f-8d1b2495f2bf,17.0,19020.5895807885
202,695c3a9f-dd04-423a-b607-0616019fe64a,8.0,6496.30351719998
203,6b0845f1-fbf6-40fb-9a69-9d104cfa75c6,15.0,12999.3676735976
204,6c2c5ed1-5c20-49c9-9587-0acf85a4ea55,16.0,11074.3939927997
205,6c4af0fd-ef85-44d5-bb7b-3ab76e835912,15.0,4628.57745640031
206,6c926838-cd1f-4d5e-a50f-e8ff3f53510d,10.0,6181.12365879642
207,6cbe26d6-43bd-42c6-a440-57a0f4b81dab,6.0,15307.0819564018
208,6d7328d2-d43b-42ad-8056-79985caeeb24,0.0,11572.4899787965
209,6dc5ed9a-548a-4308-9a5b-de1c4f6e9860,5.0,4599.92918999706
